WATER GIRL DISS		00:00:00.000	0.0	00:00:15.806	15.806	00:00:15.806	15.806	o
WATER GIRL DISS		00:00:40.060	40.06	00:00:42.673	42.673	00:00:02.613	2.613	do
WATER GIRL DISS		00:01:01.112	61.112	00:01:04.080	64.08	00:00:02.968	2.968	dr
WATER GIRL DISS		00:01:33.773	93.773	00:01:36.160	96.16	00:00:02.387	2.387	do
WATER GIRL DISS		00:02:06.671	126.671	00:02:09.155	129.155	00:00:02.484	2.484	do
WATER GIRL DISS		00:02:31.654	151.654	00:02:34.041	154.041	00:00:02.387	2.387	do
WATER GIRL DISS		00:02:38.121	158.121	00:02:40.315	160.315	00:00:02.194	2.194	do
WATER GIRL DISS		00:02:40.427	160.427	00:02:41.459	161.459	00:00:01.032	1.032	do
WATER GIRL DISS		00:02:42.860	162.86	00:02:43.634	163.634	00:00:00.774	0.774	p
WATER GIRL DISS		00:03:03.595	183.595	00:03:04.917	184.917	00:00:01.322	1.322	dg
WATER GIRL DISS		00:03:15.577	195.577	00:03:17.739	197.739	00:00:02.162	2.162	do
WATER GIRL DISS		00:03:19.637	199.637	00:03:21.799	201.799	00:00:02.162	2.162	d
WATER GIRL DISS		00:03:45.602	225.602	00:03:48.247	228.247	00:00:02.645	2.645	do
WATER GIRL DISS		00:04:09.079	249.079	00:04:11.015	251.015	00:00:01.936	1.936	p
WATER GIRL DISS		00:04:14.285	254.285	00:04:17.188	257.188	00:00:02.903	2.903	do
WATER GIRL DISS		00:04:28.450	268.45	00:04:29.804	269.804	00:00:01.354	1.354	dg
WATER GIRL DISS		00:04:40.884	280.884	00:04:42.271	282.271	00:00:01.387	1.387	p
WATER GIRL DISS		00:04:49.960	289.96	00:04:53.122	293.122	00:00:03.162	3.162	do
WATER GIRL DISS		00:05:05.675	305.675	00:05:08.437	308.437	00:00:02.762	2.762	do
WATER GIRL DISS		00:05:08.698	308.698	00:05:11.508	311.508	00:00:02.810	2.81	do
WATER GIRL DISS		00:05:19.074	319.074	00:05:21.169	321.169	00:00:02.095	2.095	do
WATER GIRL DISS		00:05:24.643	324.643	00:05:25.643	325.643	00:00:01.000	1.0	p
WATER GIRL DISS		00:05:34.237	334.237	00:05:37.761	337.761	00:00:03.524	3.524	do
WATER GIRL DISS		00:05:45.684	345.684	00:05:48.541	348.541	00:00:02.857	2.857	do
WATER GIRL DISS		00:05:49.325	349.325	00:05:50.468	350.468	00:00:01.143	1.143	ds
WATER GIRL DISS		00:06:01.152	361.152	00:06:04.438	364.438	00:00:03.286	3.286	do
WATER GIRL DISS		00:06:04.676	364.676	00:06:05.676	365.676	00:00:01.000	1.0	do
WATER GIRL DISS		00:06:08.531	368.531	00:06:12.007	372.007	00:00:03.476	3.476	do
WATER GIRL DISS		00:06:12.388	372.388	00:06:13.911	373.911	00:00:01.523	1.523	ds
WATER GIRL DISS		00:06:32.188	392.188	00:06:33.379	393.379	00:00:01.191	1.191	p
WATER GIRL DISS		00:06:48.159	408.159	00:06:49.826	409.826	00:00:01.667	1.667	p
WATER GIRL DISS		00:07:10.293	430.293	00:07:12.008	432.008	00:00:01.715	1.715	ds
WATER GIRL DISS		00:07:13.650	433.65	00:07:18.078	438.078	00:00:04.428	4.428	ds
WATER GIRL DISS		00:07:43.784	463.784	00:07:46.070	466.07	00:00:02.286	2.286	do
WATER GIRL DISS		00:07:53.470	473.47	00:07:54.708	474.708	00:00:01.238	1.238	do
WATER GIRL DISS		00:08:02.157	482.157	00:08:04.157	484.157	00:00:02.000	2.0	dg
WATER GIRL DISS		00:08:09.322	489.322	00:08:11.084	491.084	00:00:01.762	1.762	do
WATER GIRL DISS		00:08:11.893	491.893	00:08:13.750	493.75	00:00:01.857	1.857	ds
WATER GIRL DISS		00:08:26.892	506.892	00:08:28.892	508.892	00:00:02.000	2.0	ds
WATER GIRL DISS		00:08:51.575	531.575	00:08:57.479	537.479	00:00:05.904	5.904	ds
WATER GIRL DISS		00:08:57.479	537.479	00:08:59.622	539.622	00:00:02.143	2.143	p
WATER GIRL DISS		00:09:00.087	540.087	00:09:06.897	546.897	00:00:06.810	6.81	p
WATER GIRL DISS		00:09:43.153	583.153	00:09:44.249	584.249	00:00:01.096	1.096	ds
WATER GIRL DISS		00:09:45.914	585.914	00:09:48.771	588.771	00:00:02.857	2.857	ds
