WATER GIRL DISS		00:00:00.133	0.133	00:00:22.086	22.086	00:00:21.953	21.953	o
WATER GIRL DISS		00:01:12.771	72.771	00:01:13.499	73.499	00:00:00.728	0.728	do
WATER GIRL DISS		00:01:22.272	82.272	00:01:23.014	83.014	00:00:00.742	0.742	ds
WATER GIRL DISS		00:01:23.212	83.212	00:01:24.757	84.757	00:00:01.545	1.545	ds
WATER GIRL DISS		00:01:43.326	103.326	00:01:44.553	104.553	00:00:01.227	1.227	p
WATER GIRL DISS		00:01:58.620	118.62	00:01:59.953	119.953	00:00:01.333	1.333	do
WATER GIRL DISS		00:02:00.582	120.582	00:02:01.567	121.567	00:00:00.985	0.985	p
WATER GIRL DISS		00:02:03.241	123.241	00:02:05.378	125.378	00:00:02.137	2.137	d
WATER GIRL DISS		00:02:17.625	137.625	00:02:20.875	140.875	00:00:03.250	3.25	do
WATER GIRL DISS		00:02:34.071	154.071	00:02:35.356	155.356	00:00:01.285	1.285	do
WATER GIRL DISS		00:02:45.320	165.32	00:02:46.749	166.749	00:00:01.429	1.429	ds
WATER GIRL DISS		00:02:48.499	168.499	00:02:50.321	170.321	00:00:01.822	1.822	dr
WATER GIRL DISS		00:02:52.052	172.052	00:02:55.213	175.213	00:00:03.161	3.161	dg
WATER GIRL DISS		00:03:04.213	184.213	00:03:06.249	186.249	00:00:02.036	2.036	do
WATER GIRL DISS		00:03:09.195	189.195	00:03:10.928	190.928	00:00:01.733	1.733	dg
WATER GIRL DISS		00:03:25.964	205.964	00:03:27.625	207.625	00:00:01.661	1.661	ds
WATER GIRL DISS		00:03:28.375	208.375	00:03:29.482	209.482	00:00:01.107	1.107	p
WATER GIRL DISS		00:03:31.607	211.607	00:03:33.000	213.0	00:00:01.393	1.393	ds
WATER GIRL DISS		00:03:48.785	228.785	00:03:51.053	231.053	00:00:02.268	2.268	p
WATER GIRL DISS		00:04:03.678	243.678	00:04:06.875	246.875	00:00:03.197	3.197	dg
WATER GIRL DISS		00:04:09.285	249.285	00:04:10.892	250.892	00:00:01.607	1.607	p
WATER GIRL DISS		00:04:11.035	251.035	00:04:12.088	252.088	00:00:01.053	1.053	p
WATER GIRL DISS		00:04:44.660	284.66	00:04:46.303	286.303	00:00:01.643	1.643	dr
WATER GIRL DISS		00:04:52.499	292.499	00:04:54.338	294.338	00:00:01.839	1.839	p
WATER GIRL DISS		00:05:06.713	306.713	00:05:10.713	310.713	00:00:04.000	4.0	ds
WATER GIRL DISS		00:05:20.839	320.839	00:05:21.803	321.803	00:00:00.964	0.964	ds
WATER GIRL DISS		00:05:37.534	337.534	00:05:38.320	338.32	00:00:00.786	0.786	p
WATER GIRL DISS		00:06:01.892	361.892	00:06:03.160	363.16	00:00:01.268	1.268	do
WATER GIRL DISS		00:06:27.803	387.803	00:06:29.357	389.357	00:00:01.554	1.554	ds
WATER GIRL DISS		00:06:57.195	417.195	00:07:00.017	420.017	00:00:02.822	2.822	ds
WATER GIRL DISS		00:07:22.499	442.499	00:07:25.392	445.392	00:00:02.893	2.893	dg
WATER GIRL DISS		00:07:31.106	451.106	00:07:33.106	453.106	00:00:02.000	2.0	p
WATER GIRL DISS		00:07:34.910	454.91	00:07:37.356	457.356	00:00:02.446	2.446	ds
WATER GIRL DISS		00:07:47.338	467.338	00:07:49.392	469.392	00:00:02.054	2.054	p
WATER GIRL DISS		00:07:54.535	474.535	00:07:56.000	476.0	00:00:01.465	1.465	p
WATER GIRL DISS		00:07:56.160	476.16	00:07:59.338	479.338	00:00:03.178	3.178	do
WATER GIRL DISS		00:08:00.142	480.142	00:08:02.160	482.16	00:00:02.018	2.018	dg
WATER GIRL DISS		00:08:34.678	514.678	00:08:36.625	516.625	00:00:01.947	1.947	p
WATER GIRL DISS		00:08:39.571	519.571	00:08:41.374	521.374	00:00:01.803	1.803	p
WATER GIRL DISS		00:08:47.660	527.66	00:08:49.678	529.678	00:00:02.018	2.018	p
WATER GIRL DISS		00:09:02.231	542.231	00:09:02.946	542.946	00:00:00.715	0.715	do
WATER GIRL DISS		00:09:51.714	591.714	00:09:55.553	595.553	00:00:03.839	3.839	dg
WATER GIRL DISS		00:10:05.142	605.142	00:10:05.946	605.946	00:00:00.804	0.804	dr
WATER GIRL DISS		00:10:05.946	605.946	00:10:06.964	606.964	00:00:01.018	1.018	p
WATER GIRL DISS		00:10:16.517	616.517	00:10:18.802	618.802	00:00:02.285	2.285	do
WATER GIRL DISS		00:10:33.892	633.892	00:10:35.160	635.16	00:00:01.268	1.268	p
WATER GIRL DISS		00:10:39.231	639.231	00:10:40.499	640.499	00:00:01.268	1.268	p
WATER GIRL DISS		00:10:46.811	646.811	00:10:49.597	649.597	00:00:02.786	2.786	p
WATER GIRL DISS		00:11:13.071	673.071	00:11:14.463	674.463	00:00:01.392	1.392	ds
WATER GIRL DISS		00:11:19.517	679.517	00:11:21.464	681.464	00:00:01.947	1.947	dg
WATER GIRL DISS		00:11:23.106	683.106	00:11:27.035	687.035	00:00:03.929	3.929	o
WATER GIRL DISS		00:11:34.963	694.963	00:11:38.195	698.195	00:00:03.232	3.232	dr
WATER GIRL DISS		00:11:50.874	710.874	00:11:51.964	711.964	00:00:01.090	1.09	p
WATER GIRL DISS		00:12:02.945	722.945	00:12:05.285	725.285	00:00:02.340	2.34	ds
