WATER GIRL DISS		00:00:00.000	0.0	00:00:18.100	18.1	00:00:18.100	18.1	o
WATER GIRL DISS		00:01:22.570	82.57	00:01:23.604	83.604	00:00:01.034	1.034	p
WATER GIRL DISS		00:01:27.550	87.55	00:01:28.550	88.55	00:00:01.000	1.0	p
WATER GIRL DISS		00:01:30.800	90.8	00:01:33.050	93.05	00:00:02.250	2.25	p
WATER GIRL DISS		00:02:04.325	124.325	00:02:06.325	126.325	00:00:02.000	2.0	do
WATER GIRL DISS		00:02:13.000	133.0	00:02:14.550	134.55	00:00:01.550	1.55	p
WATER GIRL DISS		00:02:31.200	151.2	00:02:33.900	153.9	00:00:02.700	2.7	p
WATER GIRL DISS		00:02:42.525	162.525	00:02:43.725	163.725	00:00:01.200	1.2	p
WATER GIRL DISS		00:02:44.500	164.5	00:02:46.450	166.45	00:00:01.950	1.95	p
WATER GIRL DISS		00:03:06.350	186.35	00:03:10.950	190.95	00:00:04.600	4.6	ds
WATER GIRL DISS		00:03:25.350	205.35	00:03:28.600	208.6	00:00:03.250	3.25	ds
WATER GIRL DISS		00:03:40.400	220.4	00:03:45.100	225.1	00:00:04.700	4.7	do
WATER GIRL DISS		00:03:48.200	228.2	00:03:51.200	231.2	00:00:03.000	3.0	do
WATER GIRL DISS		00:04:36.050	276.05	00:04:39.350	279.35	00:00:03.300	3.3	ds
WATER GIRL DISS		00:04:40.350	280.35	00:04:42.950	282.95	00:00:02.600	2.6	ds
WATER GIRL DISS		00:04:56.600	296.6	00:05:01.400	301.4	00:00:04.800	4.8	do
WATER GIRL DISS		00:05:34.100	334.1	00:05:36.600	336.6	00:00:02.500	2.5	p
WATER GIRL DISS		00:05:37.400	337.4	00:05:39.800	339.8	00:00:02.400	2.4	p
WATER GIRL DISS		00:06:20.900	380.9	00:06:23.800	383.8	00:00:02.900	2.9	do
WATER GIRL DISS		00:06:38.000	398.0	00:06:39.500	399.5	00:00:01.500	1.5	p
WATER GIRL DISS		00:06:43.750	403.75	00:06:45.750	405.75	00:00:02.000	2.0	d
WATER GIRL DISS		00:08:12.700	492.7	00:08:14.400	494.4	00:00:01.700	1.7	p
WATER GIRL DISS		00:08:29.900	509.9	00:08:31.700	511.7	00:00:01.800	1.8	p
WATER GIRL DISS		00:08:39.500	519.5	00:08:42.500	522.5	00:00:03.000	3.0	do
WATER GIRL DISS		00:08:59.050	539.05	00:09:02.250	542.25	00:00:03.200	3.2	do
WATER GIRL DISS		00:09:43.550	583.55	00:09:46.850	586.85	00:00:03.300	3.3	do
WATER GIRL DISS		00:10:05.300	605.3	00:10:08.600	608.6	00:00:03.300	3.3	do
WATER GIRL DISS		00:10:48.100	648.1	00:10:50.700	650.7	00:00:02.600	2.6	p
WATER GIRL DISS		00:11:01.250	661.25	00:11:04.150	664.15	00:00:02.900	2.9	p
WATER GIRL DISS		00:11:05.750	665.75	00:11:10.650	670.65	00:00:04.900	4.9	ds
WATER GIRL DISS		00:12:02.000	722.0	00:12:05.000	725.0	00:00:03.000	3.0	do
WATER GIRL DISS		00:12:22.650	742.65	00:12:26.850	746.85	00:00:04.200	4.2	ds
WATER GIRL DISS		00:13:15.100	795.1	00:13:17.000	797.0	00:00:01.900	1.9	dr
WATER GIRL DISS		00:14:02.500	842.5	00:14:04.600	844.6	00:00:02.100	2.1	p
FIREBOY DISS		00:00:00.000	0.0	00:00:18.100	18.1	00:00:18.100	18.1	o
FIREBOY DISS		00:02:01.775	121.775	00:02:05.525	125.525	00:00:03.750	3.75	ds
FIREBOY DISS		00:02:12.250	132.25	00:02:13.700	133.7	00:00:01.450	1.45	p
FIREBOY DISS		00:02:45.450	165.45	00:02:46.650	166.65	00:00:01.200	1.2	p
FIREBOY DISS		00:03:08.375	188.375	00:03:12.375	192.375	00:00:04.000	4.0	ds
FIREBOY DISS		00:03:13.850	193.85	00:03:15.500	195.5	00:00:01.650	1.65	ds
FIREBOY DISS		00:03:40.500	220.5	00:03:46.400	226.4	00:00:05.900	5.9	ds
FIREBOY DISS		00:04:56.700	296.7	00:05:00.800	300.8	00:00:04.100	4.1	ds
FIREBOY DISS		00:05:33.000	333.0	00:05:37.300	337.3	00:00:04.300	4.3	p
FIREBOY DISS		00:06:20.350	380.35	00:06:24.750	384.75	00:00:04.400	4.4	ds
FIREBOY DISS		00:06:39.900	399.9	00:06:45.500	405.5	00:00:05.600	5.6	ds
FIREBOY DISS		00:08:22.500	502.5	00:08:26.200	506.2	00:00:03.700	3.7	dg
FIREBOY DISS		00:08:39.050	519.05	00:08:41.650	521.65	00:00:02.600	2.6	ds
FIREBOY DISS		00:08:58.150	538.15	00:09:00.850	540.85	00:00:02.700	2.7	ds
FIREBOY DISS		00:09:04.400	544.4	00:09:10.600	550.6	00:00:06.200	6.2	ds
FIREBOY DISS		00:09:29.850	569.85	00:09:32.450	572.45	00:00:02.600	2.6	dg
FIREBOY DISS		00:09:41.950	581.95	00:09:47.050	587.05	00:00:05.100	5.1	ds
FIREBOY DISS		00:10:04.550	604.55	00:10:07.750	607.75	00:00:03.200	3.2	ds
FIREBOY DISS		00:10:15.000	615.0	00:10:19.700	619.7	00:00:04.700	4.7	dg
FIREBOY DISS		00:11:34.450	694.45	00:11:36.750	696.75	00:00:02.300	2.3	ds
FIREBOY DISS		00:12:00.550	720.55	00:12:06.350	726.35	00:00:05.800	5.8	ds
